Data_da_Coleta;Nome_da_Maquina;Uso_de_Cpu;Uso_de_RAM;RAM_total_(bytes);RAM_usada_(bytes);Uso_de_Disco;Disco_total_(bytes);Disco_usado_(bytes);Disco_livre_(bytes);Disco_taxa_leitura_mbs;Disco_taxa_escrita_mbs;Disco_latencia_leitura;Disco_latencia_escrita;Net_bytes_enviados;Net_bytes_recebidos;Net_Down_(Mbps);Net_Up_(Mbps);Pacotes_IN_(intervalo);Pacotes_OUT_(intervalo);Conexões_TCP_ESTABLISHED;Latencia_(ms);Perda_de_Pacotes_(%);Uptime_(s)
2025-11-26 18:01:42;DESKTOP-J1U1KVK;5.5;84.8;8459812864;7176830976;63.5;239447568384;152149544960;87298023424;0.4149563352120513;0.0;0.0;0;67112697;524548506;0.25862337781622113;0.779544018682461;119;82;35;55.999599999722705;0.0;2820
2025-11-26 18:01:43;DESKTOP-J1U1KVK;9.5;84.9;8459812864;7184650240;63.5;239447568384;152149549056;87298019328;0.6316178559050218;0.010411283339093767;0.0;0.0;67113401;524549276;0.005491037352335253;0.005020377007849374;10;10;35;6.619400000090536;0.0;2821
2025-11-26 18:01:44;DESKTOP-J1U1KVK;3.4;85.0;8459812864;7195054080;63.5;239447568384;152149549056;87298019328;0.47322406149058305;0.8886924304370398;0.0;0.0;67114003;524549836;0.004273914819161269;0.004594458430598364;8;9;35;6.996499999786465;0.0;2822
2025-11-26 18:01:45;DESKTOP-J1U1KVK;4.8;85.0;8459812864;7191928832;63.5;239447568384;152149549056;87298019328;1.215135351452064;0.13553432766196097;0.0;0.0;67114831;524550582;0.005713461299674314;0.006341482514920017;10;12;35;7.515599999806;0.0;2823
2025-11-26 18:01:46;DESKTOP-J1U1KVK;3.1;85.0;8459812864;7192678400;63.5;239447568384;152149549056;87298019328;0.4663884001039718;0.12577797404378768;0.0;0.0;67115666;524551904;0.010393837702706613;0.006836467779855508;14;13;35;45.199800000318646;0.0;2824
2025-11-26 18:01:47;DESKTOP-J1U1KVK;7.5;85.0;8459812864;7188963328;63.5;239447568384;152149549056;87298019328;4.411987212417196;0.0;0.0;0;67116493;524552613;0.004796546338823835;0.005565176260607624;8;10;35;71.53059999973266;0.0;2825
2025-11-26 18:01:49;DESKTOP-J1U1KVK;11.4;85.1;8459812864;7199969280;63.5;239447568384;152149483520;87298084864;2.5778923678025523;0.09700070387267681;0.0;0.0;67140672;524563184;0.03596839724952714;0.0822703506854902;50;45;33;16.937100000177452;0.0;2828
2025-11-26 18:01:50;DESKTOP-J1U1KVK;11.7;85.4;8459812864;7225692160;63.5;239447568384;152149483520;87298084864;6.4035539860039865;0.5170685833526207;0.0;0.0;67141736;524564149;0.007269658470127553;0.008015457629239085;12;14;33;6.4523999999437365;0.0;2829
2025-11-26 18:01:51;DESKTOP-J1U1KVK;9.0;85.5;8459812864;7236587520;63.5;239447568384;152149483520;87298084864;1.0689873098378881;0.036189674551803504;0.0;0.0;67142937;524565374;0.009303353498194165;0.009121083715372402;13;16;33;6.584799999927782;0.0;2830
2025-11-26 18:01:53;DESKTOP-J1U1KVK;8.7;85.1;8459812864;7199170560;63.5;239447568384;152149549056;87298019328;0.537526509472984;0.0;0.0;0;67143789;524567572;0.01651192992570775;0.006400438715515471;11;11;33;7.082399999944755;0.0;2831
2025-11-26 18:01:54;DESKTOP-J1U1KVK;10.8;85.2;8459812864;7211225088;63.5;239447568384;152149549056;87298019328;2.232961539751865;0.12441048052482635;0.0;0.0;67144682;524568445;0.006618493686180271;0.006770120116562408;10;12;33;8.232700000007753;0.0;2832
2025-11-26 18:01:55;DESKTOP-J1U1KVK;13.3;85.2;8459812864;7211827200;63.5;239447568384;152149549056;87298019328;2.529462466705846;0.015762779301319422;0.0;0.0;67145531;524569404;0.007299834716596913;0.006462523122409572;13;12;32;10.048699999970268;;2833
